index,gold_clean,predicted_answer,correct,response_length,confidence,completion_tokens,prompt_tokens,total_tokens
146,2,2125,False,658,0,212,134,346
147,75,60,False,1126,0,348,177,525
148,30,30,True,698,0,187,119,306
149,16,16,True,953,0,255,93,348
150,4,4,True,1139,0,358,145,503
151,5,5,True,1379,0,469,143,612
152,4,4,True,947,0,265,93,358
153,48,48,True,1108,0,400,155,555
154,272,272,True,1410,0,393,123,516
155,280,280,True,1238,0,382,126,508
156,1400,1400,True,788,0,210,126,336
157,80,80,True,1340,0,394,155,549
158,34,34,True,864,0,279,103,382
159,15,3,False,584,0,191,111,302
160,16,16,True,681,0,210,107,317
161,32,32,True,1138,0,340,124,464
162,92,241.79,False,990,0,361,94,455
163,50,54,False,881,0,272,108,380
164,15,15,True,926,0,255,120,375
165,77,77,True,730,0,269,169,438
166,5,5,True,877,0,228,113,341
167,16,16,True,942,0,308,82,390
168,18,18,True,733,0,242,79,321
169,120,120,True,958,0,240,83,323
170,150,150,True,877,0,300,107,407
171,1210,1210,True,934,0,272,108,380
172,51,62,False,1015,0,294,114,408
173,18000,18000,True,1194,0,381,130,511
174,95,95,True,1134,0,337,151,488
175,15,15,True,1225,0,370,117,487
176,100,100,True,710,0,187,97,284
177,350,450,False,1536,0,506,145,651
178,122,122,True,1101,0,353,94,447
179,130,130,True,865,0,255,95,350
180,20,20,True,547,0,153,101,254
181,160,160,True,760,0,242,147,389
182,23,23,True,692,0,225,88,313
183,2,2,True,1371,0,428,186,614
184,25,25,True,1474,0,431,93,524
185,30,30,True,734,0,192,92,284
186,5,6,False,11555,0,3072,168,3240
187,106,106.12,False,1204,0,408,92,500
188,50,50,True,1011,0,326,121,447
189,34,34,True,931,0,310,120,430
190,360,360,True,752,0,207,81,288
191,5,5,True,737,0,199,89,288
192,91,91,True,959,0,297,107,404
193,24,24,True,946,0,298,173,471
194,10,10,True,635,0,180,93,273
195,12,12.00,True,643,0,222,92,314
196,120,120,True,904,0,219,93,312
197,6277,6277,True,697,0,203,104,307
198,320,320,True,1133,0,327,128,455
199,7500,15000,False,991,0,305,130,435
200,55,55,True,655,0,193,103,296
201,114,109000,False,736,0,219,122,341
202,100,100,True,1197,0,333,101,434
203,31,31,True,1222,0,364,148,512
204,98,98,True,888,0,266,112,378
205,98,110,False,842,0,288,139,427
206,860,860,True,1131,0,359,130,489
207,2600,2600,True,956,0,276,108,384
208,76,76,True,1064,0,302,113,415
209,145,145,True,998,0,312,89,401
210,10,10,True,1617,0,485,153,638
211,4,4,True,1142,0,364,108,472
212,5,5,True,867,0,270,98,368
213,250,250,True,1145,0,319,113,432
214,8,8,True,1250,0,427,114,541
215,44,44,True,550,0,177,112,289
216,220,220,True,1085,0,328,106,434
217,15,15,True,778,0,211,85,296
218,45,45,True,1141,0,382,96,478
219,54,54,True,972,0,309,110,419
220,70,70,True,1005,0,259,101,360
221,90,90,True,924,0,262,113,375
222,140,140,True,707,0,200,81,281
223,20000,20000,True,882,0,235,97,332
224,180,180,True,991,0,322,117,439
225,9,9,True,783,0,208,109,317
226,33,39,False,1194,0,326,120,446
227,9,9.00,True,820,0,342,167,509
228,1,1,True,1039,0,289,107,396
229,21,21,True,1561,0,425,139,564
230,276,276000,False,845,0,314,113,427
231,50,50,True,896,0,210,109,319
232,75,75,True,807,0,218,92,310
233,12,12,True,1089,0,310,104,414
234,21,28,False,892,0,235,104,339
235,10,10,True,690,0,173,108,281
236,31,6,False,1319,0,380,111,491
237,90,90,True,447,0,147,97,244
238,68,68,True,869,0,273,91,364
239,280,280,True,1401,0,383,140,523
240,21,21,True,1022,0,267,88,355
241,6,6,True,631,0,197,90,287
242,3,3,True,977,0,274,119,393
243,250,250,True,983,0,278,115,393
244,20,20,True,909,0,303,128,431
245,7,7,True,806,0,230,117,347
246,27000,27000,True,1182,0,366,140,506
247,32,32,True,537,0,191,127,318
248,300,300,True,749,0,218,87,305
249,5,5600,False,1741,0,492,118,610
250,17,17,True,1242,0,361,114,475
251,70,70,True,634,0,189,89,278
252,73,73,True,1402,0,449,95,544
253,18,18,True,508,0,151,90,241
254,84,84,True,817,0,244,117,361
255,192,192,True,873,0,304,102,406
256,45,45,True,1194,0,381,107,488
257,5600,5600,True,1404,0,408,103,511
258,6,6.00,True,552,0,184,108,292
259,168,168,True,1058,0,344,91,435
260,11,11,True,966,0,295,95,390
261,62,62,True,844,0,277,87,364
262,270,270,True,586,0,178,90,268
263,8,105,False,10689,0,3072,105,3177
264,400,400,True,847,0,242,89,331
265,9500,9500,True,1054,0,361,151,512
266,118000,138000,False,860,0,285,134,419
267,91,71,False,1341,0,414,134,548
268,1375,1375,True,850,0,227,102,329
269,4,4,True,724,0,192,90,282
270,762,762,True,588,0,212,128,340
271,20,20,True,1191,0,324,99,423
272,5,5.00,True,721,0,228,101,329
273,315,315,True,1412,0,413,132,545
274,3200,3200,True,945,0,275,129,404
275,138,138,True,1478,0,439,144,583
276,9,9,True,1464,0,461,120,581
277,4,4,True,1110,0,287,101,388
278,40,40,True,630,0,196,91,287
279,6,6,True,1208,0,400,83,483
280,7,7,True,657,0,195,93,288
281,2450,2450,True,1111,0,355,105,460
282,195,195,True,916,0,278,108,386
283,68,68,True,1014,0,281,144,425
284,360,360,True,953,0,276,153,429
285,21,21,True,494,0,158,78,236
286,90,90,True,1122,0,326,84,410
287,8,8,True,884,0,268,95,363
288,3,3,True,768,0,213,108,321
289,16,16,True,1094,0,337,115,452
290,390,390,True,1162,0,333,116,449
291,2,2,True,1430,0,352,103,455
292,75,75,True,1130,0,342,104,446
293,83,83,True,1047,0,306,133,439
294,3,3,True,869,0,221,108,329
295,370,370,True,780,0,263,140,403
296,3,3,True,1006,0,323,98,421
297,55,55,True,791,0,230,130,360
298,500,1100,False,669,0,223,130,353
299,31800,37800,False,1042,0,333,138,471
300,78,78,True,887,0,216,108,324
301,8,16,False,1167,0,301,140,441
302,15,15,True,1036,0,277,91,368
303,1300,1000,False,1422,0,418,134,552
304,3200,3300,False,883,0,259,111,370
305,4,4,True,700,0,207,77,284
306,10,10,True,932,0,268,103,371
307,16,4,False,1226,0,317,109,426
308,6,6,True,878,0,241,106,347
309,8,8,True,1066,0,276,115,391
310,2050,2050,True,1007,0,322,151,473
311,91,91,True,939,0,264,93,357
312,32,32,True,495,0,165,84,249
313,120000,120000,True,1102,0,362,115,477
314,30,30,True,1467,0,447,106,553
315,14,14,True,1300,0,330,109,439
316,156,156,True,1052,0,329,121,450
317,12,12,True,945,0,283,90,373
318,123,123,True,1160,0,345,103,448
319,15,15,True,887,0,221,118,339
320,8,8,True,1323,0,379,102,481
321,1,1,True,919,0,260,84,344
322,9,9,True,1057,0,297,100,397
323,75,75,True,1287,0,371,134,505
324,14,14,True,880,0,211,112,323
325,224000,224000,True,1494,0,438,131,569
326,14,14,True,727,0,219,121,340
327,31,37,False,1121,0,361,131,492
328,2,2,True,923,0,248,96,344
329,14,14,True,549,0,176,100,276
330,31,31,True,1121,0,292,130,422
331,8400,4.29,False,1916,0,723,158,881
332,44,44,True,706,0,203,95,298
333,100,100,True,986,0,291,133,424
334,6,6,True,615,0,185,108,293
335,310,310,True,880,0,248,105,353
336,72,72,True,1044,0,364,102,466
337,1,1,True,932,0,244,88,332
338,60,60,True,931,0,285,110,395
339,160,160,True,875,0,276,90,366
340,4,4,True,910,0,260,175,435
341,260,260,True,1141,0,324,124,448
342,87,87,True,832,0,235,114,349
343,180000,180000,True,934,0,280,114,394
344,2,2,True,1132,0,329,102,431
345,310,310,True,768,0,211,85,296
346,9,9,True,1008,0,306,120,426
347,36,24,False,849,0,256,93,349
348,10,10,True,1407,0,395,121,516
349,2640,2640,True,1018,0,313,118,431
350,8,8,True,926,0,300,130,430
351,10,10,True,984,0,261,120,381
352,21,21,True,782,0,201,95,296
353,20,20,True,1130,0,343,128,471
354,45,45,True,1184,0,336,137,473
355,34,34,True,950,0,242,113,355
356,21,21,True,1120,0,342,119,461
357,2,12,False,812,0,255,135,390
358,20,20,True,1124,0,333,111,444
359,4,8,False,1243,0,377,119,496
360,25,25,True,631,0,196,87,283
361,20,20,True,1256,0,345,147,492
362,23,23,True,1387,0,394,133,527
363,6,6,True,1257,0,377,129,506
364,49,49,True,742,0,209,105,314
365,18,18,True,768,0,201,81,282
366,9,9,True,867,0,208,117,325
367,19,19,True,1812,0,424,128,552
368,18,10,False,883,0,244,82,326
369,1198,1208,False,1348,0,435,146,581
370,320,320,True,701,0,206,97,303
371,50,50,True,894,0,279,137,416
372,5,5,True,677,0,182,103,285
373,240000,240000,True,761,0,212,111,323
374,45,45,True,1299,0,381,92,473
375,48,48,True,684,0,175,103,278
376,15,15,True,1048,0,288,91,379
377,50,50,True,1048,0,284,127,411
378,15,15,True,915,0,257,101,358
379,21,21,True,741,0,181,88,269
380,803,760.42,False,972,0,340,93,433
381,67,67,True,997,0,328,89,417
382,350,350,True,1384,0,418,101,519
383,2,2,True,1260,0,402,147,549
384,32,32,True,960,0,326,83,409
385,16,16,True,1298,0,381,144,525
386,80,80,True,605,0,248,131,379
387,36,36,True,742,0,244,78,322
388,88,88,True,888,0,235,100,335
389,6,12,False,810,0,228,129,357
390,12,12,True,843,0,226,122,348
391,15,15,True,1057,0,328,96,424
392,34,75,False,8090,0,3072,115,3187
393,20,20,True,1476,0,442,88,530
394,92,92,True,788,0,207,95,302
395,38,4,False,1142,0,324,125,449
396,3,3,True,903,0,260,94,354
397,25,25,True,1049,0,291,98,389
398,168,168,True,828,0,261,111,372
399,12,12,True,928,0,268,91,359
400,48,48,True,639,0,176,88,264
401,14400,14400,True,715,0,226,91,317
402,4,4,True,1426,0,397,116,513
403,81,135,False,1678,0,491,120,611
404,22,22,True,1075,0,307,94,401
405,50,50,True,1467,0,454,146,600
406,200,140,False,853,0,262,125,387
407,2000,2000,True,1121,0,375,146,521
408,20,20,True,849,0,266,135,401
409,168000,42000,False,1634,0,477,125,602
410,3,3,True,1117,0,360,159,519
411,1110,1110,True,883,0,274,121,395
412,5,5,True,797,0,213,123,336
413,25,125,False,1164,0,304,114,418
414,56,56,True,813,0,232,94,326
415,350,350,True,1247,0,381,166,547
416,56,56,True,990,0,352,105,457
417,3140,3140,True,997,0,312,146,458
418,40,40,True,707,0,205,100,305
419,3000,3000,True,939,0,266,165,431
420,17000,17000,True,694,0,215,109,324
421,12,12,True,753,0,229,101,330
422,284,240,False,899,0,309,128,437
423,8,4,False,1332,0,412,165,577
424,570,570,True,810,0,242,114,356
425,150,180,False,908,0,251,152,403
426,11,11,True,789,0,271,120,391
427,150,102,False,1306,0,408,125,533
428,26,0,False,1530,0,449,124,573
429,13,13,True,803,0,223,95,318
430,132,132.00,True,830,0,279,127,406
431,1,1,True,1026,0,274,122,396
432,30,30,True,590,0,203,143,346
433,6,6,True,865,0,275,94,369
434,5,5,True,1445,0,434,100,534
435,5,5,True,602,0,178,93,271
436,15,15,True,873,0,248,88,336
437,7,13,False,7480,0,1508,92,1600
438,2,2,True,1113,0,364,135,499
439,17,9,False,1557,0,402,161,563
440,98,98,True,1102,0,367,89,456
441,80,80,True,1170,0,346,120,466
442,49,49,True,1152,0,332,129,461
443,59,51,False,1328,0,457,135,592
444,20,20,True,830,0,253,93,346
445,6,6,True,1513,0,477,123,600
446,2,2,True,917,0,261,118,379
447,5,5,True,681,0,209,101,310
448,539,539,True,1612,0,474,120,594
449,112,112,True,734,0,205,101,306
450,4,1,False,2601,0,664,134,798
451,11050,11050,True,1096,0,397,114,511
452,50,50,True,1184,0,361,94,455
453,6400,6400,True,1066,0,391,108,499
454,150,240,False,719,0,204,78,282
455,1920,1920,True,1380,0,461,125,586
456,78,78,True,885,0,265,102,367
457,45,45,True,593,0,176,129,305
458,35,35,True,943,0,247,92,339
459,2,3,False,1542,0,491,193,684
460,84,84,True,1035,0,266,111,377
461,9,9,True,710,0,214,91,305
462,71,71,True,556,0,174,77,251
463,18,18,True,587,0,175,95,270
464,6,5,False,834,0,265,117,382
465,30,30,True,1317,0,374,125,499
466,1,1,True,838,0,277,103,380
467,1200,1200,True,1071,0,317,103,420
468,120,120,True,1124,0,376,110,486
469,4,4,True,860,0,224,109,333
470,3,3,True,964,0,262,96,358
471,80,80,True,1325,0,379,117,496
472,6,6,True,839,0,228,116,344
473,10,10,True,893,0,254,90,344
474,80,80,True,696,0,187,91,278
475,20,20,True,817,0,222,110,332
476,5,5,True,665,0,191,99,290
477,20,20,True,1058,0,306,98,404
478,621,621,True,768,0,207,105,312
479,15400,15400,True,1054,0,337,122,459
480,11,11,True,839,0,225,101,326
481,84,84,True,745,0,237,124,361
482,26,26,True,542,0,152,121,273
483,40,40,True,903,0,280,112,392
484,240,240,True,809,0,258,113,371
485,220,220,True,801,0,264,88,352
486,6,6,True,695,0,203,86,289
487,4,4,True,1075,0,323,107,430
488,6,6,True,649,0,202,96,298
489,10,10,True,714,0,181,110,291
490,4,4,True,757,0,195,103,298
491,16,16,True,665,0,183,95,278
492,32,32,True,690,0,185,86,271
493,25,100,False,1093,0,361,123,484
494,21,53,False,1608,0,517,137,654
495,200,200,True,845,0,251,102,353
496,38,38,True,584,0,172,85,257
497,112,112,True,1023,0,290,112,402
498,40,40,True,995,0,265,105,370
499,10,7,False,1531,0,462,160,622
500,16,16,True,1039,0,305,90,395
501,273,273,True,1043,0,329,114,443
502,26,26,True,929,0,240,120,360
503,18,18,True,679,0,206,95,301
504,2,2,True,1120,0,312,145,457
505,1,1600,False,1906,0,838,157,995
506,144,144,True,847,0,266,106,372
507,2,2,True,778,0,227,91,318
508,120,125,False,1054,0,321,106,427
509,4,4,True,1098,0,313,107,420
510,525,583,False,1720,0,505,131,636
511,110,110,True,650,0,190,90,280
512,120,120,True,697,0,212,105,317
513,300,300,True,1026,0,315,91,406
514,90000,90000,True,849,0,290,86,376
515,160,288,False,1043,0,316,93,409
516,375,375,True,769,0,210,83,293
517,18,18,True,722,0,213,101,314
518,32,32,True,1194,0,357,117,474
519,280,280,True,681,0,209,84,293
520,63,63,True,728,0,217,154,371
521,39,39,True,1205,0,305,127,432
522,29,29,True,1081,0,311,148,459
523,74,74,True,995,0,289,115,404
524,9,9,True,796,0,229,105,334
525,12,36,False,1018,0,305,140,445
526,21,504,False,1849,0,550,121,671
527,48,240,False,757,0,222,81,303
528,172,102,False,1027,0,300,110,410
529,11,11,True,1655,0,433,96,529
530,36,36,True,1241,0,375,125,500
531,66,66,True,739,0,223,124,347
532,25,25,True,1125,0,368,94,462
533,300,300,True,1109,0,332,108,440
534,300,300,True,1184,0,355,151,506
535,16,16,True,1130,0,272,83,355
536,8,8,True,552,0,184,87,271
537,188,188,True,782,0,249,117,366
538,18,18,True,661,0,198,121,319
539,35,60,False,621,0,197,88,285
540,39,39,True,663,0,220,123,343
541,50,50,True,1512,0,485,113,598
542,7,7,True,875,0,320,108,428
543,6,6,True,787,0,227,95,322
544,80,80,True,686,0,209,85,294
545,30,30,True,569,0,159,90,249
546,130,65,False,856,0,248,104,352
547,81,81,True,812,0,211,103,314
548,100,100,True,718,0,200,88,288
549,398,398,True,894,0,246,101,347
550,27,27,True,1383,0,435,153,588
551,17,17,True,788,0,243,112,355
552,450,450,True,836,0,266,121,387
553,92,92,True,895,0,246,125,371
554,54,54,True,1020,0,300,106,406
555,2,2,True,840,0,247,99,346
556,160,160,True,666,0,190,89,279
557,70,70,True,951,0,263,88,351
558,3,3,True,842,0,248,100,348
559,16,5,False,1657,0,424,121,545
560,45,45,True,757,0,207,96,303
561,180,180,True,1033,0,304,95,399
562,82,82,True,807,0,225,133,358
563,12,12,True,855,0,252,101,353
564,240,240,True,1237,0,369,111,480
565,5,5,True,998,0,268,85,353
566,10,10,True,816,0,271,88,359
567,9,9.00,True,911,0,269,145,414
568,175,175,True,1263,0,379,102,481
569,21,21,True,881,0,229,119,348
570,23,28,False,1702,0,417,123,540
571,308,308,True,639,0,218,103,321
572,100,100,True,1441,0,356,123,479
573,600,600,True,860,0,253,92,345
574,37,10,False,794,0,240,125,365
575,36,36,True,794,0,249,158,407
576,11232,11232,True,1320,0,418,141,559
577,40,64.29,False,1267,0,450,143,593
578,48,48,True,705,0,232,103,335
579,7,7,True,592,0,146,78,224
580,500,499.2,False,851,0,248,109,357
581,215,215,True,738,0,223,101,324
582,129200,129200,True,691,0,238,106,344
583,120,120,True,1196,0,321,114,435
584,2,90,False,939,0,290,109,399
585,40,40,True,1070,0,319,122,441
586,800,800,True,1304,0,424,121,545
587,30,30,True,1285,0,436,143,579
588,52,52,True,976,0,285,121,406
589,15,15,True,1333,0,385,117,502
590,319,318,False,844,0,259,135,394
591,220,220,True,816,0,271,172,443
592,1,1,True,916,0,245,120,365
593,3,3,True,668,0,201,107,308
594,42,42,True,1155,0,331,94,425
595,13,13,True,726,0,229,75,304
596,260,260,True,1045,0,310,145,455
597,90,90,True,989,0,292,100,392
598,69,69,True,1091,0,379,98,477
599,48,48,True,772,0,270,84,354
600,10,10,True,631,0,193,114,307
601,104,99,False,756,0,257,155,412
602,5,5,True,783,0,247,89,336
603,1800,1260,False,1624,0,503,114,617
604,12,12,True,736,0,206,116,322
605,42,42,True,1092,0,335,129,464
606,6,6,True,1579,0,475,108,583
607,10,1200,False,892,0,282,110,392
608,8,8,True,1412,0,422,125,547
609,7,7,True,628,0,179,115,294
610,65,65960,False,953,0,287,99,386
611,1,429292999783,False,2317,0,920,125,1045
612,30,30,True,1001,0,250,132,382
613,93000,93000,True,711,0,195,91,286
614,312,312,True,814,0,251,96,347
615,33,33,True,836,0,327,138,465
616,10,10,True,480,0,141,103,244
617,5,5,True,838,0,243,111,354
618,36,36,True,1502,0,388,116,504
619,76,76,True,1242,0,303,106,409
620,1509,1509,True,914,0,255,110,365
621,3000,3000,True,1006,0,282,108,390
622,7,7,True,1646,0,460,149,609
623,8,8,True,473,0,148,79,227
624,85,85,True,1202,0,308,101,409
625,160,160,True,699,0,206,102,308
626,72,72,True,767,0,217,105,322
627,54,54,True,1133,0,309,97,406
628,4,4,True,1565,0,477,106,583
629,17500,17500,True,1223,0,394,114,508
630,10,10,True,854,0,240,123,363
631,4800,4800,True,1065,0,353,122,475
632,45,45,True,716,0,214,123,337
633,5,5,True,1071,0,310,92,402
634,14,14,True,660,0,202,85,287
635,4,4,True,1428,0,419,116,535
636,1050,1050,True,870,0,221,97,318
637,17,17,True,872,0,283,94,377
638,12,12.00,True,1075,0,375,90,465
639,216,216,True,976,0,300,99,399
640,43,43500,False,934,0,301,187,488
641,262500,378000,False,1249,0,413,100,513
642,10,10800,False,1253,0,425,121,546
643,840,840,True,1309,0,315,109,424
644,29,29,True,523,0,180,103,283
645,48,48,True,648,0,172,89,261
646,79,79,True,1284,0,467,98,565
647,10,10,True,1216,0,340,110,450
648,54,27,False,649,0,178,123,301
649,162000,160000,False,737,0,206,119,325
650,142,142,True,1271,0,406,150,556
651,2100,2100,True,1066,0,307,125,432
652,75,105,False,736,0,231,102,333
653,80,80,True,681,0,180,124,304
654,2,2,True,1065,0,294,108,402
655,10,10,True,692,0,194,89,283
656,10,10,True,1168,0,303,105,408
657,330000,330000,True,1019,0,344,122,466
658,120,120,True,1016,0,318,125,443
659,3,3,True,1270,0,429,114,543
660,15,15,True,1620,0,526,98,624
661,44,44,True,980,0,278,143,421
662,7,7,True,786,0,256,114,370
663,193,193,True,833,0,245,98,343
664,32,32,True,842,0,229,105,334
665,360,360,True,1022,0,258,112,370
666,120,2.5,False,1856,0,618,111,729
667,53,53,True,788,0,222,95,317
668,3,3,True,751,0,183,97,280
669,132,132,True,1051,0,308,106,414
670,4,4,True,674,0,186,102,288
671,4,4,True,845,0,263,119,382
672,2,14,False,1140,0,285,132,417
673,9,9,True,781,0,242,83,325
674,12,12,True,1010,0,305,95,400
675,33,21,False,1060,0,336,155,491
676,240,240,True,991,0,335,111,446
677,36,36,True,724,0,182,168,350
678,120,120,True,895,0,241,86,327
679,576,576,True,833,0,231,79,310
680,20,20,True,1035,0,295,105,400
681,298,298,True,1412,0,411,106,517
682,80,80,True,880,0,291,127,418
683,50,50,True,878,0,246,118,364
684,11,11,True,1100,0,276,111,387
685,14,14,True,927,0,302,108,410
686,80,80,True,910,0,254,109,363
687,13,13,True,946,0,320,93,413
688,100,100,True,769,0,220,120,340
689,7,12.00,False,928,0,343,100,443
690,5760,5760,True,1115,0,340,105,445
691,25,25,True,1415,0,459,111,570
692,32,25,False,1533,0,453,145,598
693,68,68,True,944,0,318,122,440
694,9,17,False,1002,0,257,105,362
695,5,5,True,679,0,216,95,311
696,145,145,True,1078,0,382,162,544
697,27,27,True,675,0,180,133,313
698,720,720,True,948,0,285,117,402
699,8,8,True,618,0,167,85,252
700,135,135,True,1202,0,327,134,461
701,200,200,True,1348,0,373,141,514
702,2800,2800,True,934,0,317,152,469
703,50,50,True,955,0,257,112,369
704,50,50,True,605,0,195,87,282
705,120,120,True,841,0,247,90,337
706,9,6,False,947,0,260,119,379
707,8,8,True,967,0,249,100,349
708,168,168,True,477,0,149,79,228
709,3000,3000,True,1311,0,396,106,502
710,45,45.00,True,894,0,322,142,464
711,6,4,False,853,0,287,109,396
712,14,14,True,1260,0,389,95,484
713,576,576,True,732,0,211,95,306
714,10,10,True,901,0,255,110,365
715,385000,385000,True,1188,0,336,116,452
716,770,770,True,1034,0,331,115,446
717,5,5.00,True,1021,0,333,96,429
718,2,2,True,778,0,227,116,343
719,175,175,True,812,0,219,101,320
720,4,1,False,1294,0,302,96,398
721,2450,2450,True,1617,0,478,172,650
722,255,495,False,1027,0,322,149,471
723,160,160,True,993,0,251,103,354
724,18,18,True,1101,0,324,109,433
725,25,25,True,769,0,244,103,347
726,10,10,True,1038,0,333,125,458
727,112,112,True,1265,0,365,132,497
728,40,40,True,1087,0,348,105,453
729,1000,1000,True,1169,0,426,128,554
730,8,8,True,767,0,221,97,318
731,1,1,True,953,0,289,114,403
732,87,87,True,1376,0,420,109,529
733,5,5,True,470,0,120,94,214
734,17,17,True,693,0,197,119,316
735,50,50,True,1105,0,331,111,442
736,3,3,True,667,0,207,91,298
737,2,2,True,1123,0,342,130,472
738,4,4,True,992,0,266,89,355
739,98,98,True,897,0,269,110,379
740,25,25,True,1088,0,272,114,386
741,28,28,True,610,0,206,103,309
742,24,24,True,714,0,220,99,319
