index,gold_clean,predicted_answer,correct,response_length,confidence,completion_tokens,prompt_tokens,total_tokens
48,8,8,True,389,1.0,259,75,334
49,30,30,True,553,1.0,346,81,427
50,294,294,True,618,0.8,381,75,456
51,5,5,True,604,1.0,361,87,448
52,15,15,True,867,1.0,489,100,589
53,40,40,True,881,1.0,455,138,593
54,40,40,True,670,0.6,363,120,483
55,14,14,True,359,1.0,271,88,359
56,3,3,True,302,1.0,177,83,260
57,83,83,True,675,1.0,356,115,471
58,57,57,True,610,0.4,454,122,576
59,187,187,True,599,1.0,311,70,381
60,17,17,True,800,1.0,416,76,492
61,1430,1,False,506,0.6,354,100,454
62,25000,,False,613,0.4,854,106,960
63,1596,1,False,690,0.8,562,107,669
64,300,300,True,440,1.0,242,131,373
65,36,36,True,764,0.6,420,85,505
66,48,48,True,280,0.6,426,96,522
67,595,595,True,384,0.8,336,92,428
68,36,36,True,798,1.0,432,75,507
69,60,60,True,476,1.0,249,90,339
70,7425,7,False,882,0.8,467,91,558
71,60,60,True,669,1.0,289,82,371
72,221,221,True,866,1.0,428,88,516
73,255,255,True,756,1.0,394,83,477
74,88,86,False,635,0.6,462,164,626
75,60,60,True,790,0.8,463,104,567
76,5,5,True,690,1.0,516,125,641
77,100,100,True,638,1.0,340,83,423
78,6,6,True,1065,0.6,541,81,622
79,70,70,True,470,1.0,252,86,338
80,10,10,True,569,1.0,408,73,481
81,17,17,True,691,1.0,352,97,449
82,623,623,True,603,1.0,337,68,405
83,600,600,True,416,1.0,248,70,318
84,15,15,True,646,1.0,451,62,513
85,44,44,True,57,0.6,520,121,641
86,22,22,True,629,1.0,363,126,489
87,9360,780,False,193,0.4,687,117,804
88,8000,8000,True,441,0.4,349,78,427
89,24,18,False,766,0.6,355,88,443
90,225,225,True,802,1.0,414,124,538
91,28,28,True,787,1.0,391,74,465
92,4,4.,True,37,0.8,334,89,423
93,36,36.4,False,520,0.4,320,122,442
94,348,348,True,950,1.0,503,89,592
95,40,40,True,518,1.0,357,80,437
96,3,3,True,454,1.0,231,70,301
97,12,12,True,305,0.4,545,92,637
98,5,10,False,1012,0.4,425,134,559
99,58,58,True,822,1.0,381,120,501
100,175,705,False,659,0.4,405,133,538
101,6,6,True,641,0.6,377,115,492
102,26,15,False,797,0.8,367,103,470
103,140,140,True,646,0.6,320,102,422
104,500,500,True,837,0.8,455,86,541
105,20,20,True,456,1.0,287,68,355
106,72,72,True,1201,1.0,643,82,725
107,3,3,True,1326,0.6,741,153,894
108,50,50,True,746,1.0,462,118,580
109,28,28.00,True,863,1.0,430,99,529
110,45,45,True,719,1.0,447,125,572
111,16,16,True,908,0.8,465,108,573
112,24,24,True,566,0.8,371,100,471
113,25,25,True,521,1.0,257,68,325
114,6,6,True,1310,0.6,529,119,648
115,90,0,False,824,1.0,585,131,716
116,42,42,True,505,1.0,288,90,378
117,360,360,True,397,1.0,198,68,266
118,4,4,True,1176,1.0,593,111,704
119,95200,115876.92,False,1263,0.4,891,121,1012
120,240,240,True,606,1.0,325,79,404
121,27,27,True,645,1.0,358,91,449
122,48,34,False,900,0.6,502,99,601
123,50,50,True,1005,1.0,513,75,588
124,10,10,True,187,1.0,438,108,546
125,10,10,True,690,0.6,429,155,584
126,82,82,True,476,1.0,266,93,359
127,120,120,True,509,1.0,308,73,381
128,880,880,True,690,0.6,407,123,530
129,10000,,False,135,0.4,746,101,847
130,30,30,True,726,0.6,386,92,478
131,940,940,True,18,0.6,302,72,374
132,60,60,True,802,0.8,379,96,475
133,13,13,True,669,1.0,362,84,446
134,720,720,True,485,1.0,273,66,339
135,40,40.,True,39,0.8,532,84,616
136,6,6,True,537,1.0,292,82,374
137,29,29.00,True,730,0.6,413,113,526
138,105,75,False,1768,0.4,773,111,884
139,70,70,True,374,1.0,221,84,305
140,20,20,True,635,0.6,373,77,450
141,400,400,True,675,0.8,480,78,558
142,140,140,True,517,1.0,297,84,381
143,16,16.30,False,690,0.8,437,95,532
144,20,20,True,527,0.6,558,171,729
145,4000,4000,True,635,0.6,405,86,491
146,2,2125,False,622,1.0,360,120,480
147,75,105,False,998,0.6,533,163,696
148,30,30,True,460,0.4,286,105,391
149,16,16,True,753,1.0,383,79,462
150,4,4,True,1219,1.0,668,131,799
151,5,5,True,705,0.6,463,129,592
152,4,4.00,True,759,0.8,531,79,610
153,48,48,True,16,0.4,669,141,810
154,272,17,False,1849,0.4,767,109,876
155,280,280,True,1041,1.0,613,112,725
156,1400,1400,True,905,1.0,518,112,630
157,80,5500,False,1833,0.4,861,141,1002
158,34,34,True,793,1.0,394,89,483
159,15,3,False,369,0.8,294,97,391
160,16,16,True,573,1.0,259,93,352
161,32,32,True,750,1.0,546,110,656
162,92,109.74,False,1307,0.4,625,80,705
163,50,50,True,804,0.4,456,94,550
164,15,15,True,153,0.6,951,106,1057
165,77,77,True,108,0.8,757,155,912
166,5,5,True,692,1.0,321,99,420
167,16,16,True,713,1.0,543,68,611
168,18,18,True,388,1.0,240,65,305
169,120,120,True,593,0.8,291,69,360
170,150,150,True,1175,0.8,578,93,671
171,1210,1210,True,652,1.0,431,94,525
172,51,41,False,687,0.4,403,100,503
173,18000,18,False,940,0.4,578,116,694
174,95,95,True,85,0.8,628,137,765
175,15,8.33,False,895,0.4,578,103,681
176,100,100,True,910,1.0,386,83,469
177,350,250,False,2410,0.6,1039,131,1170
178,122,122,True,800,1.0,495,80,575
179,130,130,True,563,1.0,359,81,440
180,20,20,True,443,1.0,246,87,333
181,160,160,True,709,1.0,381,133,514
182,23,23,True,875,1.0,491,74,565
183,2,2,True,689,1.0,381,172,553
184,25,25,True,1121,0.8,643,79,722
185,30,30,True,530,1.0,265,78,343
186,5,5,True,1145,0.6,705,154,859
187,106,106.00,True,535,0.4,379,78,457
188,50,50,True,890,1.0,571,107,678
189,34,34,True,866,1.0,449,106,555
190,360,360,True,574,1.0,288,67,355
191,5,5,True,659,1.0,303,75,378
192,91,91,True,901,1.0,427,93,520
193,24,18,False,576,0.4,416,159,575
194,10,10,True,425,0.4,265,79,344
195,12,12.00,True,439,0.6,267,78,345
196,120,120,True,645,1.0,331,79,410
197,6277,220356,False,612,0.4,377,90,467
198,320,320,True,945,0.8,490,114,604
199,7500,7500,True,732,0.8,433,116,549
200,55,55,True,653,1.0,368,89,457
201,114,109000,False,260,0.8,278,108,386
202,100,100,True,470,1.0,250,87,337
203,31,31,True,310,0.8,491,134,625
204,98,98,True,838,0.6,455,98,553
205,98,120,False,366,1.0,338,125,463
206,860,860,True,1021,0.8,502,116,618
207,2600,2600,True,1150,1.0,577,94,671
208,76,76,True,528,1.0,276,99,375
209,145,145,True,35,0.4,934,75,1009
210,10,10,True,1162,0.6,779,139,918
211,4,4,True,907,1.0,527,94,621
212,5,5,True,807,1.0,384,84,468
213,250,250,True,497,1.0,281,99,380
214,8,32,False,1405,0.4,729,100,829
215,44,44,True,433,0.6,327,98,425
216,220,220,True,563,0.6,362,92,454
217,15,15,True,581,1.0,301,71,372
218,45,45,True,1005,0.8,623,82,705
219,54,54,True,895,0.8,482,96,578
220,70,70,True,539,1.0,346,87,433
221,90,90,True,664,1.0,395,99,494
222,140,140,True,579,1.0,285,67,352
223,20000,20,False,550,0.6,288,83,371
224,180,180,True,690,1.0,349,103,452
225,9,9,True,456,0.6,241,95,336
226,33,36,False,810,0.4,500,106,606
227,9,9.00,True,460,0.4,369,153,522
228,1,1,True,826,1.0,388,93,481
229,21,21,True,712,0.6,475,125,600
230,276,276,True,743,1.0,483,99,582
231,50,50,True,385,1.0,211,95,306
232,75,75,True,700,1.0,331,78,409
233,12,12,True,702,1.0,404,90,494
234,21,14,False,524,0.8,295,90,385
235,10,10,True,567,1.0,292,94,386
236,31,50,False,662,0.4,429,97,526
237,90,90,True,357,0.8,207,83,290
238,68,68,True,691,1.0,371,77,448
239,280,280,True,557,1.0,441,126,567
240,21,21,True,625,1.0,386,74,460
241,6,6,True,656,0.6,317,76,393
242,3,3,True,1315,0.8,712,105,817
243,250,250,True,623,1.0,421,101,522
244,20,20,True,1045,0.6,539,114,653
245,7,14,False,645,0.6,427,103,530
246,27000,27000,True,99,0.4,990,126,1116
247,32,32,True,735,0.6,405,113,518
248,300,300,True,581,1.0,323,73,396
249,5,5600,False,1388,0.6,712,104,816
250,17,17,True,46,0.6,398,100,498
251,70,70,True,487,1.0,232,75,307
252,73,48,False,70,1.0,446,81,527
253,18,18,True,238,0.8,177,76,253
254,84,84,True,720,1.0,387,103,490
255,192,192,True,587,0.6,401,88,489
256,45,,False,1013,0.4,606,93,699
257,5600,5600,True,948,0.4,461,89,550
258,6,6.00,True,620,0.8,320,94,414
259,168,168,True,1224,0.8,699,77,776
260,11,11,True,862,0.8,454,81,535
261,62,62.00,True,47,0.4,525,73,598
262,270,270,True,453,1.0,294,76,370
263,8,8,True,682,1.0,396,91,487
264,400,400,True,574,1.0,365,75,440
265,9500,9500,True,109,1.0,656,137,793
266,118000,118000,True,345,0.8,493,120,613
267,91,43,False,801,0.6,405,120,525
268,1375,1375,True,850,0.6,427,88,515
269,4,4,True,493,1.0,230,76,306
270,762,762,True,432,1.0,334,114,448
271,20,20,True,873,1.0,418,85,503
272,5,5.00,True,143,0.4,374,87,461
273,315,315,True,17,0.8,525,118,643
274,3200,,False,677,0.4,474,115,589
275,138,,False,772,0.4,729,130,859
276,9,9,True,752,1.0,648,106,754
277,4,4,True,695,1.0,391,87,478
278,40,40,True,513,1.0,287,77,364
279,6,6.,True,43,0.6,362,69,431
280,7,7.00,True,735,0.6,382,79,461
281,2450,4900,False,901,0.6,575,91,666
282,195,180,False,742,0.6,364,94,458
283,68,68,True,981,1.0,464,130,594
284,360,360,True,745,0.8,429,139,568
285,21,21,True,360,1.0,240,64,304
286,90,90,True,202,1.0,203,70,273
287,8,8,True,843,0.6,448,81,529
288,3,3,True,735,1.0,341,94,435
289,16,16,True,386,1.0,257,101,358
290,390,390,True,76,0.6,527,102,629
291,2,2,True,987,1.0,453,89,542
292,75,75,True,531,0.8,380,90,470
293,83,84,False,485,0.6,388,119,507
294,3,3,True,513,1.0,297,94,391
295,370,370,True,678,1.0,414,126,540
296,3,3,True,844,0.8,409,84,493
297,55,55,True,757,0.6,371,116,487
298,500,400,False,678,0.4,314,116,430
299,31800,22500,False,1161,0.4,668,124,792
300,78,78,True,392,1.0,317,94,411
301,8,16.,False,248,0.4,336,126,462
302,15,15,True,395,1.0,300,77,377
303,1300,900,False,736,1.0,433,120,553
304,3200,3300,False,21,0.4,2384,97,2481
305,4,4,True,400,1.0,284,63,347
306,10,5,False,586,0.8,360,89,449
307,16,4,False,815,1.0,379,95,474
308,6,6,True,661,1.0,323,92,415
309,8,8,True,15,1.0,270,101,371
310,2050,50,False,922,0.4,619,137,756
311,91,91,True,820,1.0,408,79,487
312,32,32,True,537,1.0,270,70,340
313,120000,120000,True,954,0.4,511,101,612
314,30,30,True,863,1.0,453,92,545
315,14,14,True,653,1.0,454,95,549
316,156,156,True,945,0.6,514,107,621
317,12,12.00,True,943,0.8,413,76,489
318,123,123,True,419,1.0,307,89,396
319,15,15,True,623,0.6,290,104,394
320,8,8,True,15,0.6,547,88,635
321,1,1,True,542,1.0,289,70,359
322,9,6,False,591,0.6,378,86,464
323,75,75,True,247,0.4,832,120,952
324,14,14,True,16,1.0,749,98,847
325,224000,224000,True,1389,1.0,690,117,807
326,14,14,True,902,1.0,529,107,636
327,31,31,True,931,1.0,591,117,708
328,2,2,True,452,0.8,602,82,684
329,14,14,True,417,1.0,306,86,392
330,31,3,False,800,0.4,350,116,466
331,8400,8400,True,133,1.0,729,144,873
332,44,44,True,576,1.0,323,81,404
333,100,100,True,134,0.6,1018,119,1137
334,6,6,True,729,1.0,373,94,467
335,310,310,True,738,1.0,341,91,432
336,72,72,True,765,0.6,500,88,588
337,1,1,True,757,0.8,382,74,456
338,60,60,True,706,1.0,430,96,526
339,160,160,True,611,1.0,526,76,602
340,4,4,True,457,0.8,251,161,412
341,260,260,True,1305,0.4,698,110,808
342,87,87,True,391,1.0,242,100,342
343,180000,180000,True,663,0.6,375,100,475
344,2,2,True,526,1.0,323,88,411
345,310,310,True,533,0.6,299,71,370
346,9,9,True,775,1.0,397,106,503
347,36,36,True,417,1.0,281,79,360
348,10,10,True,1129,0.6,644,107,751
349,2640,2640,True,965,0.4,467,104,571
350,8,8,True,979,1.0,562,116,678
351,10,100,False,537,0.4,360,106,466
352,21,21,True,433,0.6,264,81,345
353,20,4,False,3496,0.4,1300,114,1414
354,45,125,False,743,0.6,478,123,601
355,34,34,True,773,1.0,388,99,487
356,21,21,True,913,1.0,515,105,620
357,2,65,False,575,0.4,343,121,464
358,20,20,True,752,0.8,416,97,513
359,4,4.,True,861,0.4,722,105,827
360,25,25,True,592,1.0,359,73,432
361,20,27,False,1217,0.4,609,133,742
362,23,23,True,951,0.8,485,119,604
363,6,8.86,False,755,0.4,511,115,626
364,49,49,True,626,0.6,332,91,423
365,18,18,True,375,1.0,223,67,290
366,9,9,True,600,1.0,329,103,432
367,19,19,True,918,0.4,503,114,617
368,18,16,False,710,0.4,309,68,377
369,1198,1198,True,908,0.4,513,132,645
370,320,320,True,411,0.4,261,83,344
371,50,50,True,87,0.4,423,123,546
372,5,5,True,610,1.0,335,89,424
373,240000,240,False,655,0.4,379,97,476
374,45,45,True,586,0.4,361,78,439
375,48,48,True,750,1.0,385,89,474
376,15,15,True,572,1.0,339,77,416
377,50,50,True,819,1.0,444,113,557
378,15,15,True,478,0.6,341,87,428
379,21,21,True,485,1.0,263,74,337
380,803,1095,False,642,0.6,467,79,546
381,67,67,True,703,1.0,423,75,498
382,350,350,True,1069,1.0,556,87,643
383,2,2,True,791,0.6,383,133,516
384,32,32,True,530,1.0,394,69,463
385,16,16,True,621,1.0,353,130,483
386,80,80,True,487,1.0,305,117,422
387,36,36,True,478,1.0,263,64,327
388,88,88,True,522,1.0,270,86,356
389,6,12,False,840,0.8,481,115,596
390,12,12.,True,331,0.8,430,108,538
391,15,15,True,719,1.0,495,82,577
392,34,30,False,24,0.6,176,101,277
393,20,20,True,591,1.0,368,74,442
394,92,92,True,718,0.6,342,81,423
395,38,4,False,735,1.0,466,111,577
396,3,3,True,682,1.0,463,80,543
397,25,25,True,672,1.0,401,84,485
398,168,168,True,672,1.0,399,97,496
399,12,12,True,615,1.0,353,77,430
400,48,48,True,423,1.0,259,74,333
401,14400,14,False,714,0.4,389,77,466
402,4,4,True,1077,0.6,572,102,674
403,81,135-.,False,459,0.4,648,106,754
404,22,22,True,602,0.8,377,80,457
405,50,50.00,True,1280,0.6,627,132,759
406,200,140,False,1049,0.8,572,111,683
407,2000,4000,False,921,0.4,563,132,695
408,20,,False,795,0.4,373,121,494
409,168000,30000,False,94,0.4,661,111,772
410,3,2.25,False,830,0.4,473,145,618
411,1110,1110,True,522,0.8,365,107,472
412,5,5,True,869,1.0,359,109,468
413,25,0,False,140,0.6,390,100,490
414,56,56,True,731,1.0,382,80,462
415,350,350.,True,261,0.4,2058,152,2210
416,56,56,True,994,1.0,524,91,615
417,3140,3140,True,964,1.0,585,132,717
418,40,40,True,655,1.0,397,86,483
419,3000,3,False,474,0.8,335,151,486
420,17000,17000,True,383,0.4,444,95,539
421,12,12,True,502,1.0,339,87,426
422,284,288,False,946,0.4,433,114,547
423,8,6,False,699,0.4,3402,151,3553
424,570,570,True,680,1.0,438,100,538
425,150,180,False,17,0.6,311,138,449
426,11,11,True,712,1.0,394,106,500
427,150,50,False,4227,0.4,1795,111,1906
428,26,0,False,211,0.4,1023,110,1133
429,13,13,True,511,1.0,262,81,343
430,132,132,True,707,0.4,373,113,486
431,1,1,True,622,1.0,349,108,457
432,30,30,True,699,1.0,399,129,528
433,6,6,True,580,1.0,360,80,440
434,5,5,True,1127,1.0,625,86,711
435,5,5,True,427,1.0,251,79,330
436,15,15,True,739,1.0,371,74,445
437,7,7,True,542,1.0,332,78,410
438,2,2,True,952,0.6,460,121,581
439,17,17.,True,185,0.4,1324,147,1471
440,98,98,True,929,1.0,523,75,598
441,80,80,True,616,1.0,349,106,455
442,49,49,True,1081,1.0,577,115,692
443,59,30.5,False,1463,0.4,768,121,889
444,20,20,True,752,1.0,383,79,462
445,6,6,True,974,1.0,546,109,655
446,2,2,True,607,0.6,406,104,510
447,5,5,True,319,1.0,262,87,349
448,539,539,True,1377,1.0,659,106,765
449,112,112,True,534,1.0,244,87,331
450,4,4.,True,55,0.4,389,120,509
451,11050,11050,True,91,0.6,693,100,793
452,50,50,True,1107,1.0,599,80,679
453,6400,8,False,555,0.4,341,94,435
454,150,240,False,550,1.0,256,64,320
455,1920,1,False,806,1.0,551,111,662
456,78,78,True,797,1.0,426,88,514
457,45,45,True,600,1.0,307,115,422
458,35,35,True,763,0.6,362,78,440
459,2,2.,True,157,0.6,594,179,773
460,84,84,True,818,0.8,450,97,547
461,9,9,True,729,1.0,420,77,497
462,71,71,True,458,1.0,237,63,300
463,18,18,True,389,0.6,214,81,295
464,6,1,False,411,0.6,192,103,295
465,30,30,True,1141,1.0,551,111,662
466,1,1.00,True,46,0.4,354,89,443
467,1200,560,False,643,0.4,342,89,431
468,120,120,True,914,0.4,474,96,570
469,4,4,True,548,1.0,319,95,414
470,3,3,True,641,1.0,353,82,435
471,80,80,True,802,1.0,524,103,627
472,6,6,True,703,1.0,421,102,523
473,10,10,True,513,1.0,307,76,383
474,80,80,True,568,1.0,354,77,431
475,20,1137.,False,41,0.4,1216,96,1312
476,5,5,True,568,1.0,284,85,369
477,20,20,True,707,1.0,391,84,475
478,621,621,True,769,1.0,395,91,486
479,15400,15,False,806,1.0,516,108,624
480,11,11,True,746,0.6,327,87,414
481,84,84,True,766,1.0,404,110,514
482,26,26,True,174,0.4,390,107,497
483,40,40,True,835,1.0,492,98,590
484,240,240,True,454,1.0,263,99,362
485,220,220,True,832,1.0,365,74,439
486,6,6,True,535,1.0,273,72,345
487,4,4,True,618,1.0,432,93,525
488,6,6,True,348,1.0,225,82,307
489,10,-10,False,210,0.6,323,96,419
490,4,4,True,729,1.0,351,89,440
491,16,16,True,494,1.0,288,81,369
492,32,32,True,430,1.0,236,72,308
493,25,25,True,732,0.6,462,109,571
494,21,51.333,False,1041,0.4,666,123,789
495,200,200,True,380,1.0,238,88,326
496,38,38,True,735,1.0,373,71,444
497,112,112,True,850,0.6,402,98,500
498,40,40,True,884,1.0,458,91,549
499,10,10,True,821,1.0,547,146,693
500,16,16,True,622,1.0,410,76,486
501,273,273,True,400,0.4,498,100,598
502,26,26,True,596,1.0,338,106,444
503,18,18,True,687,1.0,360,81,441
504,2,0.50,False,2493,0.4,918,131,1049
505,1,1600.,False,304,0.4,1408,143,1551
506,144,72,False,499,0.4,311,92,403
507,2,2.00,True,582,0.8,372,77,449
508,120,120,True,1014,0.6,525,92,617
509,4,4,True,543,1.0,325,93,418
510,525,522.39,False,724,0.4,2139,117,2256
511,110,110,True,128,0.8,235,76,311
512,120,120,True,540,1.0,354,91,445
513,300,300,True,677,1.0,338,77,415
514,90000,90,False,602,1.0,510,72,582
515,160,32,False,595,1.0,306,79,385
516,375,375,True,433,1.0,240,69,309
517,18,18,True,479,1.0,255,87,342
518,32,32,True,755,1.0,478,103,581
519,280,280,True,702,1.0,384,70,454
520,63,27,False,50,0.4,355,140,495
521,39,39,True,485,1.0,357,113,470
522,29,29,True,1086,0.6,486,134,620
523,74,62,False,597,0.8,392,101,493
524,9,9,True,635,1.0,347,91,438
525,12,12,True,799,0.6,423,126,549
526,21,21,True,816,0.6,511,107,618
527,48,48,True,955,0.6,474,67,541
528,172,158,False,836,0.4,469,96,565
529,11,11,True,2373,0.4,899,82,981
530,36,35,False,633,0.4,396,111,507
531,66,122,False,898,0.8,472,110,582
532,25,25,True,1116,1.0,578,80,658
533,300,300,True,1108,1.0,546,94,640
534,300,300,True,1019,0.6,573,137,710
535,16,16,True,652,1.0,332,69,401
536,8,8,True,529,0.6,294,73,367
537,188,188,True,718,1.0,470,103,573
538,18,18,True,524,0.8,360,107,467
539,35,30,False,17,0.4,417,74,491
540,39,108,False,699,0.4,344,109,453
541,50,25.,False,747,0.4,947,99,1046
542,7,7.00,True,589,1.0,431,94,525
543,6,6,True,524,1.0,330,81,411
544,80,80,True,479,0.8,349,71,420
545,30,30,True,429,1.0,257,76,333
546,130,130,True,17,0.6,1453,90,1543
547,81,81,True,89,1.0,413,89,502
548,100,100,True,602,0.6,289,74,363
549,398,400,False,913,0.4,342,87,429
550,27,27,True,697,1.0,482,139,621
551,17,17,True,616,1.0,420,98,518
552,450,450,True,535,0.6,324,107,431
553,92,92,True,554,1.0,356,111,467
554,54,54,True,797,0.4,490,92,582
555,2,2,True,637,1.0,364,85,449
556,160,160,True,230,1.0,355,75,430
557,70,70,True,598,1.0,348,74,422
558,3,3,True,585,1.0,294,86,380
559,16,16,True,144,0.4,782,107,889
560,45,45,True,706,1.0,425,82,507
561,180,180,True,979,1.0,543,81,624
562,82,82,True,95,0.6,2331,119,2450
563,12,6,False,590,0.4,338,87,425
564,240,6,False,1411,0.4,639,97,736
565,5,5,True,596,1.0,364,71,435
566,10,10,True,635,1.0,424,74,498
567,9,9,True,909,0.6,527,131,658
568,175,245,False,1238,0.6,586,88,674
569,21,21,True,831,0.6,382,105,487
570,23,35,False,860,0.4,465,109,574
571,308,308,True,566,1.0,343,89,432
572,100,55,False,662,0.4,518,109,627
573,600,600,True,453,1.0,265,78,343
574,37,37.00,True,617,0.4,426,111,537
575,36,36,True,277,1.0,724,144,868
576,11232,8640,False,1143,0.4,541,127,668
577,40,64.29,False,867,0.6,563,129,692
578,48,48,True,599,1.0,377,89,466
579,7,7,True,593,1.0,281,64,345
580,500,540.8,False,617,0.6,372,95,467
581,215,215,True,507,1.0,289,87,376
582,129200,129,False,723,0.6,451,92,543
583,120,120,True,967,1.0,507,100,607
584,2,180,False,612,0.4,356,95,451
585,40,40,True,1078,1.0,554,108,662
586,800,800,True,431,0.8,380,107,487
587,30,30,True,968,1.0,676,129,805
588,52,52,True,710,1.0,389,107,496
589,15,2.5,False,680,0.8,443,103,546
590,319,326,False,40,0.4,575,121,696
591,220,220,True,507,1.0,325,158,483
592,1,1,True,141,0.8,398,106,504
593,3,3,True,1058,0.6,543,93,636
594,42,42,True,805,0.6,349,80,429
595,13,13,True,621,1.0,554,61,615
596,260,260,True,97,0.4,432,131,563
597,90,90,True,943,1.0,535,86,621
598,69,69,True,669,0.6,386,84,470
599,48,48,True,788,1.0,457,70,527
600,10,10,True,476,0.8,245,100,345
601,104,99,False,886,0.6,472,141,613
602,5,5,True,561,1.0,327,75,402
603,1800,1,False,1083,0.8,601,100,701
604,12,12,True,831,1.0,428,102,530
605,42,42,True,758,1.0,398,115,513
606,6,6,True,1240,0.6,547,94,641
607,10,20,False,395,0.6,209,96,305
608,8,8,True,448,0.4,367,111,478
609,7,7,True,641,1.0,377,101,478
610,65,65,True,651,0.6,382,85,467
611,1,1.839,False,1441,0.4,779,111,890
612,30,30,True,724,1.0,351,118,469
613,93000,93,False,550,0.4,386,77,463
614,312,312,True,690,1.0,368,82,450
615,33,23,False,476,0.4,420,124,544
616,10,10,True,526,0.6,244,89,333
617,5,5,True,443,0.6,299,97,396
618,36,36,True,957,1.0,410,102,512
619,76,76,True,1212,1.0,503,92,595
620,1509,491,False,449,0.8,255,96,351
621,3000,3,False,597,1.0,350,94,444
622,7,7,True,1081,0.6,600,135,735
623,8,8,True,476,1.0,256,65,321
624,85,85,True,693,1.0,349,87,436
625,160,160,True,587,1.0,327,88,415
626,72,72.,True,88,0.4,426,91,517
627,54,54,True,918,1.0,450,83,533
628,4,4.,True,501,0.4,761,92,853
629,17500,192,False,892,0.8,557,100,657
630,10,10,True,710,1.0,340,109,449
631,4800,4800,True,809,1.0,419,108,527
632,45,45,True,514,1.0,345,109,454
633,5,5,True,670,1.0,339,78,417
634,14,14,True,443,1.0,253,71,324
635,4,5,False,135,0.4,885,102,987
636,1050,1050,True,669,0.8,366,83,449
637,17,17,True,790,1.0,370,80,450
638,12,12.00,True,570,1.0,319,76,395
639,216,216,True,1242,0.6,512,85,597
640,43,43500,False,802,0.6,609,173,782
641,262500,372,False,612,0.6,422,86,508
642,10,10,True,904,0.6,608,107,715
643,840,840,True,977,1.0,427,95,522
644,29,27,False,581,0.4,337,89,426
645,48,48,True,504,1.0,272,75,347
646,79,79,True,987,1.0,477,84,561
647,10,10,True,779,1.0,439,96,535
648,54,54,True,434,0.8,306,109,415
649,162000,160000,False,543,1.0,290,105,395
650,142,142,True,824,0.4,464,136,600
651,2100,1,False,939,0.4,507,111,618
652,75,105,False,718,1.0,373,88,461
653,80,80,True,162,0.4,373,110,483
654,2,2,True,802,1.0,390,94,484
655,10,10,True,531,1.0,297,75,372
656,10,10,True,695,1.0,370,91,461
657,330000,180000,False,682,0.6,417,108,525
658,120,120,True,943,1.0,436,111,547
659,3,3,True,927,1.0,605,100,705
660,15,15,True,679,1.0,522,84,606
661,44,45.75,False,735,0.6,367,129,496
662,7,7.00,True,516,0.8,376,100,476
663,193,193,True,635,1.0,331,84,415
664,32,32,True,886,1.0,409,91,500
665,360,360,True,537,1.0,301,98,399
666,120,120,True,937,0.8,513,97,610
667,53,41,False,361,0.8,196,81,277
668,3,3,True,568,1.0,323,83,406
669,132,132,True,770,0.6,473,92,565
670,4,4,True,585,1.0,327,88,415
671,4,4,True,697,0.6,427,105,532
672,2,2,True,64,0.8,2146,118,2264
673,9,9,True,531,1.0,360,69,429
674,12,12,True,572,1.0,364,81,445
675,33,6,False,1886,0.4,778,141,919
676,240,240,True,781,1.0,428,97,525
677,36,36,True,682,1.0,382,154,536
678,120,120,True,685,1.0,339,72,411
679,576,576,True,268,0.6,558,65,623
