index,gold_clean,predicted_answer,correct,response_length,confidence,completion_tokens,prompt_tokens,total_tokens
173,18000,18000,True,1194,1.0,381,130,511
174,95,95,True,1134,1.0,337,151,488
175,15,15,True,1225,1.0,370,117,487
176,100,100,True,710,1.0,187,97,284
177,350,450,False,1536,1.0,506,145,651
178,122,122,True,1101,1.0,353,94,447
179,130,130,True,938,1.0,277,95,372
180,20,20,True,547,1.0,153,101,254
181,160,160,True,760,1.0,242,147,389
182,23,23,True,692,1.0,225,88,313
183,2,2,True,1371,1.0,428,186,614
184,25,25,True,1474,1.0,431,93,524
185,30,30,True,734,1.0,192,92,284
186,5,6,False,11555,1.0,3072,168,3240
187,106,106.12,False,1204,1.0,408,92,500
188,50,50,True,1011,1.0,326,121,447
189,34,34,True,931,1.0,310,120,430
190,360,360,True,752,1.0,207,81,288
191,5,5,True,737,1.0,199,89,288
192,91,91,True,959,1.0,297,107,404
193,24,24,True,946,1.0,298,173,471
194,10,10,True,635,1.0,180,93,273
195,12,12.00,True,643,1.0,222,92,314
196,120,120,True,904,1.0,219,93,312
197,6277,6277,True,697,1.0,203,104,307
198,320,320,True,1133,1.0,327,128,455
199,7500,15000,False,1116,0.6,350,130,480
200,55,55,True,655,1.0,193,103,296
201,114,109000,False,736,1.0,219,122,341
202,100,100,True,1203,1.0,333,101,434
203,31,31,True,1222,1.0,364,148,512
204,98,98,True,888,1.0,266,112,378
205,98,110,False,842,1.0,288,139,427
206,860,860,True,1131,1.0,359,130,489
207,2600,2600,True,956,1.0,276,108,384
208,76,76,True,1064,1.0,302,113,415
209,145,145,True,998,1.0,312,89,401
210,10,10,True,1617,1.0,485,153,638
211,4,4,True,1142,1.0,364,108,472
212,5,5,True,867,1.0,270,98,368
213,250,250,True,1145,1.0,319,113,432
214,8,8,True,1270,1.0,441,114,555
215,44,44,True,550,1.0,177,112,289
216,220,220,True,1085,1.0,327,106,433
217,15,15,True,778,1.0,211,85,296
218,45,45,True,1226,1.0,395,96,491
219,54,54,True,972,1.0,309,110,419
220,70,70,True,1005,1.0,259,101,360
221,90,90,True,924,1.0,262,113,375
222,140,140,True,707,1.0,200,81,281
223,20000,20000,True,882,1.0,235,97,332
224,180,180,True,991,1.0,322,117,439
225,9,9,True,783,1.0,208,109,317
226,33,39,False,1194,1.0,326,120,446
227,9,9.00,True,820,1.0,342,167,509
228,1,1,True,1039,1.0,289,107,396
229,21,21,True,1572,1.0,430,139,569
230,276,276000,False,845,1.0,314,113,427
231,50,50,True,896,1.0,210,109,319
232,75,75,True,807,1.0,218,92,310
233,12,12,True,1089,1.0,310,104,414
234,21,28,False,892,1.0,235,104,339
235,10,10,True,690,1.0,173,108,281
236,31,6,False,1319,1.0,380,111,491
237,90,90,True,442,1.0,146,97,243
238,68,68,True,869,1.0,273,91,364
239,280,280,True,1401,1.0,383,140,523
240,21,21,True,1022,1.0,267,88,355
241,6,6,True,631,1.0,197,90,287
242,3,3,True,977,1.0,274,119,393
243,250,250,True,983,1.0,278,115,393
244,20,20,True,909,1.0,303,128,431
245,7,7,True,806,1.0,230,117,347
246,27000,27000,True,1182,1.0,366,140,506
247,32,32,True,537,1.0,191,127,318
248,300,300,True,749,1.0,218,87,305
249,5,5600,False,1741,1.0,492,118,610
250,17,17,True,1242,1.0,361,114,475
251,70,70,True,634,1.0,189,89,278
252,73,73,True,1402,1.0,449,95,544
253,18,18,True,508,1.0,151,90,241
254,84,84,True,817,1.0,244,117,361
255,192,192,True,873,1.0,304,102,406
256,45,45,True,1194,1.0,381,107,488
257,5600,5600,True,1404,1.0,408,103,511
258,6,6.00,True,552,1.0,184,108,292
259,168,168,True,1058,1.0,344,91,435
260,11,11,True,966,1.0,295,95,390
261,62,62,True,844,1.0,277,87,364
262,270,270,True,586,1.0,178,90,268
263,8,105,False,10689,1.0,3072,105,3177
264,400,400,True,847,1.0,242,89,331
265,9500,9500,True,1054,1.0,361,151,512
266,118000,138000,False,860,1.0,285,134,419
267,91,71,False,1341,1.0,414,134,548
268,1375,1375,True,850,1.0,227,102,329
269,4,4,True,724,1.0,192,90,282
270,762,762,True,588,1.0,212,128,340
271,20,20,True,1191,1.0,324,99,423
272,5,5.00,True,721,1.0,228,101,329
273,315,315,True,1412,1.0,413,132,545
274,3200,3200,True,945,1.0,275,129,404
275,138,138,True,1478,1.0,439,144,583
276,9,9,True,1464,1.0,461,120,581
277,4,4,True,1110,1.0,287,101,388
278,40,40,True,630,1.0,196,91,287
279,6,6,True,1208,1.0,400,83,483
280,7,7,True,657,1.0,195,93,288
281,2450,2450,True,1111,1.0,355,105,460
282,195,195,True,916,1.0,278,108,386
283,68,68,True,1014,1.0,281,144,425
284,360,360,True,953,1.0,276,153,429
285,21,21,True,494,1.0,158,78,236
286,90,90,True,1122,1.0,326,84,410
287,8,8,True,884,1.0,268,95,363
288,3,3,True,768,1.0,213,108,321
289,16,16,True,1094,1.0,337,115,452
290,390,390,True,1162,1.0,333,116,449
291,2,2,True,1430,1.0,352,103,455
292,75,75,True,1130,1.0,342,104,446
293,83,83,True,1047,1.0,306,133,439
294,3,3,True,869,1.0,221,108,329
295,370,370,True,780,1.0,263,140,403
296,3,3,True,1006,1.0,323,98,421
297,55,55,True,791,1.0,230,130,360
298,500,1100,False,669,1.0,223,130,353
299,31800,37800,False,1042,0.6,333,138,471
300,78,78,True,887,1.0,216,108,324
301,8,16,False,1167,1.0,301,140,441
302,15,15,True,1036,1.0,277,91,368
303,1300,1000,False,1422,1.0,418,134,552
304,3200,3300,False,883,1.0,259,111,370
305,4,4,True,700,1.0,207,77,284
306,10,10,True,932,1.0,268,103,371
307,16,4,False,1226,1.0,317,109,426
308,6,6,True,878,1.0,241,106,347
309,8,8,True,1066,1.0,276,115,391
310,2050,2050,True,1007,1.0,322,151,473
311,91,91,True,939,1.0,264,93,357
312,32,32,True,495,1.0,165,84,249
313,120000,120000,True,1102,1.0,362,115,477
314,30,30,True,1345,1.0,425,106,531
315,14,14,True,1300,1.0,330,109,439
316,156,156,True,1042,1.0,327,121,448
317,12,12,True,945,1.0,283,90,373
318,123,123,True,1160,1.0,345,103,448
319,15,15,True,888,1.0,209,118,327
320,8,8,True,1323,1.0,379,102,481
321,1,1,True,919,1.0,260,84,344
322,9,9,True,1057,1.0,297,100,397
323,75,75,True,1287,1.0,371,134,505
324,14,14,True,880,1.0,211,112,323
325,224000,224000,True,1494,1.0,438,131,569
326,14,14,True,727,1.0,219,121,340
327,31,37,False,1121,1.0,361,131,492
328,2,2,True,923,1.0,248,96,344
329,14,14,True,549,1.0,176,100,276
330,31,31,True,1121,1.0,292,130,422
331,8400,4.29,False,1916,1.0,723,158,881
332,44,44,True,710,1.0,205,95,300
333,100,100,True,986,1.0,291,133,424
334,6,6,True,615,1.0,185,108,293
335,310,310,True,869,1.0,251,105,356
336,72,72,True,1044,1.0,364,102,466
337,1,1,True,932,1.0,244,88,332
338,60,60,True,931,1.0,285,110,395
339,160,160,True,875,1.0,276,90,366
340,4,4,True,910,1.0,260,175,435
341,260,260,True,1141,1.0,324,124,448
342,87,87,True,813,1.0,220,114,334
343,180000,180000,True,934,1.0,280,114,394
344,2,2,True,1132,1.0,329,102,431
345,310,310,True,768,1.0,211,85,296
346,9,9,True,1008,1.0,306,120,426
347,36,24,False,849,1.0,256,93,349
348,10,10,True,1407,1.0,395,121,516
349,2640,2640,True,1018,1.0,313,118,431
350,8,8,True,926,1.0,300,130,430
351,10,10,True,984,1.0,261,120,381
352,21,21,True,782,1.0,201,95,296
353,20,20,True,1130,1.0,343,128,471
354,45,45,True,1184,1.0,336,137,473
355,34,34,True,950,1.0,242,113,355
356,21,21,True,1120,1.0,342,119,461
357,2,2,True,883,1.0,275,135,410
358,20,20,True,1124,1.0,333,111,444
359,4,3,False,1243,1.0,377,119,496
360,25,25,True,631,1.0,196,87,283
361,20,20,True,1256,1.0,345,147,492
362,23,23,True,1387,1.0,394,133,527
363,6,6,True,1257,1.0,377,129,506
364,49,49,True,742,1.0,209,105,314
365,18,18,True,768,1.0,201,81,282
366,9,9,True,883,1.0,211,117,328
367,19,19,True,1812,1.0,424,128,552
368,18,10,False,758,1.0,212,82,294
369,1198,1208,False,1348,1.0,435,146,581
370,320,320,True,701,1.0,206,97,303
371,50,50,True,894,1.0,279,137,416
372,5,5,True,677,1.0,182,103,285
373,240000,240000,True,761,1.0,212,111,323
374,45,45,True,1299,1.0,381,92,473
375,48,48,True,684,1.0,175,103,278
376,15,15,True,1048,1.0,288,91,379
377,50,50,True,894,1.0,245,127,372
378,15,15,True,915,1.0,257,101,358
379,21,21,True,741,1.0,181,88,269
380,803,760.42,False,972,1.0,340,93,433
381,67,67,True,997,1.0,328,89,417
382,350,350,True,1384,1.0,418,101,519
383,2,2,True,1260,1.0,402,147,549
384,32,32,True,960,1.0,326,83,409
385,16,16,True,1298,1.0,381,144,525
386,80,80,True,605,1.0,248,131,379
387,36,36,True,742,1.0,244,78,322
388,88,88,True,888,1.0,235,100,335
389,6,12,False,810,1.0,228,129,357
390,12,12,True,843,1.0,226,122,348
391,15,15,True,1057,1.0,328,96,424
392,34,75,False,8090,1.0,3072,115,3187
393,20,20,True,1476,1.0,442,88,530
394,92,92,True,788,1.0,207,95,302
395,38,4,False,1142,1.0,324,125,449
396,3,3,True,903,1.0,260,94,354
397,25,25,True,1049,1.0,291,98,389
398,168,78,False,756,0.6,240,111,351
399,12,12,True,928,1.0,268,91,359
400,48,48,True,639,1.0,176,88,264
401,14400,14400,True,715,1.0,226,91,317
402,4,4,True,1426,1.0,397,116,513
403,81,135,False,1651,1.0,486,120,606
404,22,22,True,1075,1.0,307,94,401
405,50,50,True,1467,1.0,454,146,600
406,200,140,False,853,1.0,262,125,387
407,2000,2000,True,1121,1.0,375,146,521
408,20,20,True,849,1.0,266,135,401
409,168000,42000,False,1634,1.0,477,125,602
410,3,3,True,1092,1.0,355,159,514
411,1110,1110,True,883,1.0,274,121,395
412,5,5,True,797,1.0,213,123,336
413,25,125,False,1164,1.0,304,114,418
414,56,56,True,813,1.0,232,94,326
415,350,350,True,1247,1.0,381,166,547
416,56,56,True,990,1.0,352,105,457
417,3140,3140,True,997,1.0,312,146,458
418,40,40,True,707,1.0,205,100,305
419,3000,3000,True,939,1.0,266,165,431
420,17000,17000,True,694,1.0,215,109,324
421,12,12,True,753,1.0,229,101,330
422,284,240,False,899,1.0,309,128,437
423,8,4,False,1332,1.0,412,165,577
424,570,570,True,810,1.0,242,114,356
425,150,180,False,908,1.0,251,152,403
426,11,11,True,789,1.0,271,120,391
427,150,102,False,1306,1.0,408,125,533
428,26,0,False,1530,1.0,449,124,573
429,13,13,True,803,1.0,223,95,318
430,132,132.00,True,830,1.0,279,127,406
431,1,1,True,1026,1.0,274,122,396
432,30,30,True,590,1.0,203,143,346
433,6,6,True,865,1.0,275,94,369
434,5,5,True,1445,1.0,434,100,534
435,5,5,True,602,1.0,178,93,271
436,15,15,True,873,1.0,248,88,336
437,7,13,False,7480,1.0,1508,92,1600
438,2,2,True,1113,1.0,364,135,499
439,17,9,False,1557,1.0,402,161,563
440,98,98,True,1102,1.0,367,89,456
441,80,80,True,1170,1.0,346,120,466
442,49,49,True,1152,1.0,332,129,461
443,59,61,False,1564,0.6,528,135,663
444,20,20,True,830,1.0,253,93,346
445,6,6,True,1513,1.0,477,123,600
446,2,2,True,917,1.0,261,118,379
447,5,5,True,681,1.0,209,101,310
448,539,539,True,1612,1.0,474,120,594
449,112,112,True,734,1.0,205,101,306
450,4,1,False,2601,1.0,664,134,798
451,11050,11050,True,1096,1.0,397,114,511
452,50,50,True,1187,1.0,364,94,458
453,6400,6400,True,1066,1.0,391,108,499
454,150,240,False,719,1.0,204,78,282
455,1920,1920,True,1380,1.0,461,125,586
456,78,78,True,885,1.0,265,102,367
457,45,45,True,593,1.0,176,129,305
458,35,35,True,943,1.0,247,92,339
459,2,3,False,1542,1.0,491,193,684
460,84,84,True,1035,1.0,266,111,377
461,9,9,True,710,1.0,214,91,305
462,71,71,True,556,1.0,174,77,251
463,18,18,True,587,1.0,175,95,270
464,6,5,False,834,1.0,265,117,382
465,30,30,True,1317,1.0,374,125,499
466,1,1,True,838,1.0,277,103,380
467,1200,1200,True,1071,1.0,317,103,420
468,120,120,True,1124,1.0,376,110,486
469,4,4,True,860,1.0,224,109,333
470,3,3,True,964,1.0,262,96,358
471,80,80,True,1325,1.0,379,117,496
472,6,6,True,839,1.0,228,116,344
473,10,10,True,893,0.6,254,90,344
474,80,80,True,696,1.0,187,91,278
475,20,20,True,817,1.0,222,110,332
476,5,5,True,665,1.0,191,99,290
477,20,20,True,1058,1.0,306,98,404
478,621,621,True,768,1.0,207,105,312
479,15400,15400,True,1054,1.0,337,122,459
480,11,11,True,839,1.0,225,101,326
481,84,84,True,745,1.0,237,124,361
482,26,26,True,542,1.0,152,121,273
483,40,40,True,903,1.0,280,112,392
484,240,240,True,809,1.0,258,113,371
485,220,220,True,801,1.0,264,88,352
486,6,6,True,695,1.0,203,86,289
487,4,4,True,1075,1.0,323,107,430
488,6,6,True,649,1.0,202,96,298
489,10,-10,False,714,1.0,181,110,291
490,4,4,True,757,1.0,195,103,298
491,16,16,True,665,1.0,183,95,278
492,32,32,True,690,1.0,185,86,271
493,25,100,False,1093,1.0,361,123,484
494,21,53,False,1608,1.0,517,137,654
495,200,200,True,845,1.0,251,102,353
496,38,38,True,584,1.0,172,85,257
497,112,112,True,1023,1.0,290,112,402
498,40,40,True,995,1.0,265,105,370
499,10,7,False,1531,1.0,462,160,622
500,16,16,True,1039,1.0,305,90,395
501,273,273,True,1043,1.0,329,114,443
502,26,26,True,929,1.0,240,120,360
503,18,18,True,679,1.0,206,95,301
504,2,2,True,1120,0.6,312,145,457
505,1,1600,False,1906,1.0,838,157,995
506,144,144,True,847,1.0,266,106,372
507,2,2,True,778,1.0,227,91,318
508,120,125,False,1054,1.0,321,106,427
509,4,4,True,1098,1.0,313,107,420
510,525,583,False,1720,0.8,505,131,636
511,110,110,True,650,1.0,190,90,280
512,120,120,True,697,1.0,212,105,317
513,300,300,True,1026,1.0,315,91,406
514,90000,90000,True,849,1.0,290,86,376
515,160,288,False,1043,1.0,316,93,409
516,375,375,True,769,1.0,210,83,293
517,18,18,True,722,1.0,213,101,314
518,32,32,True,1194,1.0,357,117,474
519,280,280,True,681,1.0,209,84,293
520,63,63,True,728,1.0,217,154,371
521,39,39,True,1205,1.0,305,127,432
522,29,29,True,1081,1.0,311,148,459
523,74,74,True,995,1.0,289,115,404
524,9,9,True,822,1.0,235,105,340
525,12,36,False,1018,1.0,305,140,445
526,21,504,False,1849,1.0,550,121,671
527,48,240,False,757,1.0,222,81,303
528,172,102,False,1027,1.0,300,110,410
529,11,11,True,1655,1.0,433,96,529
530,36,36,True,1241,0.6,375,125,500
531,66,66,True,739,1.0,223,124,347
532,25,25,True,1125,1.0,368,94,462
533,300,300,True,1109,1.0,332,108,440
534,300,300,True,1184,1.0,355,151,506
535,16,16,True,1130,1.0,272,83,355
536,8,8,True,552,1.0,184,87,271
537,188,188,True,782,1.0,249,117,366
538,18,18,True,661,1.0,198,121,319
539,35,60,False,621,1.0,197,88,285
540,39,39,True,663,1.0,220,123,343
541,50,50,True,1512,1.0,485,113,598
542,7,7,True,875,1.0,320,108,428
543,6,6,True,787,1.0,227,95,322
544,80,80,True,686,1.0,209,85,294
545,30,30,True,569,1.0,159,90,249
546,130,65,False,856,0.8,248,104,352
547,81,81,True,812,1.0,211,103,314
548,100,100,True,718,1.0,200,88,288
549,398,398,True,818,1.0,221,101,322
550,27,27,True,1383,1.0,435,153,588
551,17,17,True,788,1.0,243,112,355
552,450,450,True,836,1.0,266,121,387
553,92,92,True,895,1.0,246,125,371
554,54,54,True,1020,1.0,300,106,406
555,2,2,True,840,1.0,247,99,346
556,160,160,True,722,1.0,207,89,296
557,70,70,True,951,1.0,263,88,351
558,3,3,True,842,1.0,248,100,348
559,16,5-4,False,1657,1.0,424,121,545
560,45,45,True,769,1.0,209,96,305
561,180,180,True,1033,1.0,304,95,399
562,82,82,True,807,1.0,225,133,358
563,12,12,True,855,1.0,252,101,353
564,240,240,True,1237,1.0,369,111,480
565,5,5,True,998,1.0,268,85,353
566,10,10,True,816,1.0,271,88,359
567,9,9.00,True,911,1.0,269,145,414
568,175,175,True,1263,1.0,379,102,481
569,21,21,True,881,1.0,229,119,348
570,23,28,False,1686,1.0,412,123,535
571,308,308,True,639,1.0,218,103,321
572,100,100,True,1441,1.0,356,123,479
573,600,600,True,860,1.0,253,92,345
574,37,10,False,794,1.0,240,125,365
575,36,36,True,794,1.0,249,158,407
576,11232,11232,True,1320,1.0,418,141,559
577,40,64.29,False,1267,1.0,450,143,593
578,48,48,True,705,1.0,232,103,335
579,7,7,True,592,1.0,146,78,224
580,500,499.2,False,851,1.0,248,109,357
581,215,215,True,738,1.0,223,101,324
582,129200,129200,True,691,1.0,238,106,344
583,120,120,True,1196,1.0,321,114,435
584,2,90,False,939,1.0,290,109,399
585,40,40,True,1070,1.0,319,122,441
586,800,800,True,1304,1.0,424,121,545
587,30,30,True,1285,1.0,436,143,579
588,52,52,True,976,1.0,285,121,406
589,15,15,True,1333,1.0,385,117,502
590,319,318,False,844,1.0,259,135,394
591,220,220,True,816,1.0,271,172,443
592,1,1,True,922,1.0,245,120,365
593,3,3,True,668,1.0,201,107,308
594,42,42,True,1155,1.0,331,94,425
595,13,13,True,726,1.0,229,75,304
596,260,260,True,1045,1.0,310,145,455
597,90,90,True,989,1.0,292,100,392
598,69,69,True,1091,1.0,379,98,477
599,48,48,True,772,1.0,270,84,354
600,10,10,True,631,1.0,193,114,307
601,104,99,False,756,1.0,257,155,412
602,5,5,True,783,1.0,247,89,336
603,1800,1260,False,1624,1.0,503,114,617
604,12,12,True,736,1.0,206,116,322
605,42,42,True,1092,1.0,335,129,464
606,6,6,True,1579,1.0,475,108,583
607,10,1200,False,862,1.0,282,110,392
608,8,8,True,1412,1.0,422,125,547
609,7,7,True,628,1.0,179,115,294
610,65,65960,False,953,1.0,287,99,386
611,1,429087505000,False,2185,1.0,840,125,965
612,30,30,True,1001,1.0,250,132,382
613,93000,93000,True,711,1.0,195,91,286
614,312,312,True,814,1.0,251,96,347
615,33,33,True,836,1.0,327,138,465
616,10,10,True,480,1.0,141,103,244
617,5,5,True,838,1.0,243,111,354
618,36,36,True,1502,1.0,388,116,504
619,76,76,True,1242,1.0,303,106,409
620,1509,1509,True,914,1.0,255,110,365
621,3000,3000,True,1006,1.0,282,108,390
622,7,7,True,1646,1.0,460,149,609
623,8,8,True,473,1.0,148,79,227
624,85,85,True,1202,1.0,308,101,409
625,160,160,True,699,1.0,206,102,308
626,72,72,True,767,1.0,217,105,322
627,54,54,True,1129,1.0,308,97,405
628,4,4,True,1565,1.0,477,106,583
629,17500,17500,True,1223,1.0,394,114,508
630,10,10,True,854,1.0,240,123,363
631,4800,4800,True,1065,1.0,353,122,475
632,45,45,True,716,1.0,214,123,337
633,5,5,True,1071,1.0,310,92,402
634,14,14,True,660,1.0,202,85,287
635,4,4,True,1428,1.0,419,116,535
636,1050,1050,True,870,1.0,221,97,318
637,17,17,True,872,1.0,283,94,377
638,12,12.00,True,1075,1.0,375,90,465
639,216,216,True,976,1.0,300,99,399
640,43,43500,False,934,1.0,301,187,488
641,262500,378000,False,1249,1.0,413,100,513
642,10,10800,False,1255,1.0,426,121,547
643,840,840,True,1309,1.0,315,109,424
644,29,29,True,523,1.0,180,103,283
645,48,48,True,648,1.0,172,89,261
646,79,79,True,1284,1.0,467,98,565
647,10,10,True,1216,1.0,340,110,450
648,54,27,False,649,1.0,178,123,301
649,162000,160000,False,737,1.0,206,119,325
650,142,142,True,1271,1.0,406,150,556
651,2100,2100,True,1066,1.0,307,125,432
652,75,105,False,736,1.0,231,102,333
653,80,80,True,681,1.0,180,124,304
654,2,2,True,1065,1.0,293,108,401
655,10,10,True,692,1.0,194,89,283
656,10,10,True,1168,1.0,303,105,408
657,330000,330000,True,1019,1.0,344,122,466
658,120,120,True,1016,1.0,318,125,443
659,3,3,True,1270,1.0,429,114,543
660,15,15,True,1620,1.0,526,98,624
661,44,44,True,980,1.0,278,143,421
662,7,7,True,786,1.0,256,114,370
663,193,193,True,833,1.0,245,98,343
664,32,32,True,842,1.0,229,105,334
665,360,360,True,1022,1.0,258,112,370
666,120,,False,1856,1.0,618,111,729
667,53,53,True,758,1.0,215,95,310
668,3,3,True,751,1.0,183,97,280
669,132,132,True,1051,1.0,308,106,414
670,4,4,True,674,1.0,186,102,288
